GRD,GRENADA_1
GRD,Introduction_5
GRD,Intended_Nationally_Determined_Contribution_17
GRD,Information_provided_in_order_to_facilitate_clarity_transparency_and_understanding_21
GRD,Scope_and_Coverage_22
GRD,Quantifiable_Information_36
GRD,Fairness_and_Ambition_59
GRD,Planning_process_63
GRD,Support_for_implementation_68
GRD,Additional_Information_71
GRD,MITIGATION_73
GRD,Grenadas_National_Contribution_90
GRD,ADAPTATION_112
EST,SUBMISSION_BY_LATVIA_AND_THE_EUROPEAN_COMMISSION_ON_BEHALF_OF_THE_EUROPEAN_UNION_AND_ITS_MEMBER_STATES_0
EST,Subject_Intended_Nationally_Determined_Contribution_of_the_EU_and_its_Member_States_6
EST,Introduction_8
EST,Intended_nationally_determined_contribution_INDC_of_the_EU_and_its_Member_States_14
EST,ANNEX_20
EST,Intended_Nationally_Determined_Contribution_of_the_EU_and_its_Member_States_21
EST,Follow_up_107
LCA,SAINT_LUCIA_0
LCA,INTENDED_NATIONALLY_DETERMINED_CONTRIBUTION_UNDER_THE_UNITED_NATIONS_FRAMEWORK_CONVENTION_ON_CLIMATE_CHANGE_UNFCCC_2
LCA,NATIONAL_CONTEXT_5
LCA,MITIGATION_18
LCA,ADAPTATION_101
LCA,CONCLUSION_154
MWI,REPUBLIC_OF_MALAWI_0
MWI,INTENDED_NATIONALLY_DETERMINED_CONTRIBUTION_4
MWI,1__Introduction_6
MWI,11_National_Circumstances_9
MWI,12_National_Climate_Change_Management_Policy_19
MWI,2__Mitigation_Contributions_25
MWI,21_Malawis_current_greenhouse_gases_profile_28
MWI,22_Scope_of_gases_covered_41
MWI,23_Targets_46
MWI,24_Equity_fairness_and_ambition_52
MWI,25_Sectoral_emissions_56
MWI,26_Energy_Sector_60
MWI,26_Industrial_Process_and_Other_Product_Units_66
MWI,27_Agriculture_70
MWI,28_Forestry_and_other_landuse_76
MWI,29_Waste_88
MWI,3__Adaptation_measures_137
MWI,31_Agriculture_140
MWI,32_Water_143
MWI,33_Human_health_146
MWI,34_Wild_life_151
MWI,35_Energy_205
MWI,36_Forestry_208
MWI,37_Fisheries_211
MWI,38_Gender_214
MWI,39_Infrastructure_217
MWI,4_Time_frames_and_period_for_implementation_220
MWI,5_The_INDC_Development_Process_223
MWI,6_Other_implementation_considerations_226
MWI,61_Assumptions_228
MWI,62_Human_rights_and_Gender_231
MWI,63_Policy_framework_to_support_implementation_237
MWI,7__Monitoring_and_Evaluation_System_for_Adaptation_241
STP,SAO_TOME_AND_PRINCIPE_0
STP,INTENDED_NATIONALLY_DETERMINED_CONTRIBUTION_1
STP,National_background_Development_Benchmarks_and_National_Priorities_and_Climate_Change_Context_4
STP,CONTRIBUTION_IN_TERMS_OF_ADAPTATION_13
STP,1__Rationale__and__process__for_developing_INDCs_on_adaptation_15
STP,2__Summary__of__Climate__Change__trends_impacts_and_vulnerabilities_23
STP,3__Reporting_on_longterm_and_nearterm_adaptation_visions_goals_and_targets_30
